Glaz_+_w3_mean,Glaz_+_w3_sem,Glaz_+_w3_N,Glaz_+_w7_mean,Glaz_+_w7_sem,Glaz_+_w7_N,Glaz_BL31081_w3_mean,Glaz_BL31081_w3_sem,Glaz_BL31081_w3_N,Glaz_BL31081_w7_mean,Glaz_BL31081_w7_sem,Glaz_BL31081_w7_N,Glaz_BL41552_w3_mean,Glaz_BL41552_w3_sem,Glaz_BL41552_w3_N,Glaz_BL41552_w7_mean,Glaz_BL41552_w7_sem,Glaz_BL41552_w7_N,Glaz_BL65881_w3_mean,Glaz_BL65881_w3_sem,Glaz_BL65881_w3_N,Glaz_BL65881_w7_mean,Glaz_BL65881_w7_sem,Glaz_BL65881_w7_N,Glaz_Trip3_w3_mean,Glaz_Trip3_w3_sem,Glaz_Trip3_w3_N,Glaz_Trip3_w7_mean,Glaz_Trip3_w7_sem,Glaz_Trip3_w7_N,Glaz_V106955_w3_mean,Glaz_V106955_w3_sem,Glaz_V106955_w3_N,Glaz_V106955_w7_mean,Glaz_V106955_w7_sem,Glaz_V106955_w7_N,Glaz_V3135_w3_mean,Glaz_V3135_w3_sem,Glaz_V3135_w3_N,Glaz_V3135_w7_mean,Glaz_V3135_w7_sem,Glaz_V3135_w7_N,Glaz_V60000_w3_mean,Glaz_V60000_w3_sem,Glaz_V60000_w3_N,Glaz_V60000_w7_mean,Glaz_V60000_w7_sem,Glaz_V60000_w7_N,Glaz_V60100_w7_mean,Glaz_V60100_w7_sem,Glaz_V60100_w7_N
0.0,0.0,6,0.0,0.0,3,0.0,0.0,6,0.0,0.0,6,0.0,0.0,3,0.0,0.0,5,0.0,0.0,7,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,5,0.0,0.0,5,0.0,0.0,4,0.0,0.0,2,0.0,0.0,5,0.0,0.0,6,0.0,0.0,3
1.3904166666666666,0.7648454137565608,6,0.0,0.0,3,2.5366666666666666,1.2423267261249935,6,0.0,0.0,6,2.4408333333333334,0.1683333333333333,3,0.5,0.5,5,1.6139285714285714,0.9035745576832699,7,0.0,0.0,4,5.30375,0.30374999999999996,2,0.0,0.0,4,3.95,1.36809653350924,5,0.0,0.0,5,5.208125,3.157652967890075,4,0.0,0.0,2,1.8215,0.8651140098276064,5,0.0,0.0,6,0.0,0.0,3
7.582083333333333,3.0182045861092837,6,0.5208333333333334,0.5208333333333334,3,14.909999999999998,4.873063504271894,6,0.0,0.0,6,15.480833333333331,2.7795781804279427,3,1.75,0.7950585670250966,5,18.158571428571427,6.0004270893913905,7,3.75,2.9755951785595207,4,21.22,2.8849999999999993,2,0.0,0.0,4,15.374,3.8757481213308997,5,0.625,0.625,5,25.749375,10.703854074925147,4,1.78625,1.7862499999999997,2,17.714499999999997,2.0123435342903058,5,0.46291666666666664,0.4629166666666667,6,0.0,0.0,3
23.882500000000004,8.773413318087778,6,2.1416666666666666,2.1416666666666666,3,35.7325,9.976298871157915,6,0.4166666666666667,0.41666666666666663,6,40.4975,3.5632449513516935,3,4.433000000000001,2.213450558517176,5,40.41464285714286,8.60749943689353,7,11.324374999999998,3.6023423188658326,4,57.725,2.2749999999999986,2,0.0,0.0,4,32.062000000000005,3.2860292717807615,5,0.4545,0.45449999999999996,5,54.77125,12.020406845409463,4,6.2575,2.91,2,46.83850000000001,2.950021673649196,5,5.495416666666667,1.9689048792694663,6,0.9258333333333333,0.9258333333333333,3
42.614583333333336,11.907486727836869,6,11.278333333333334,5.7888060681322235,3,54.447083333333325,12.271644524686891,6,6.149166666666667,3.5537528090425456,6,60.89166666666667,4.565937593869534,3,11.772499999999999,4.84724245061045,5,62.279999999999994,7.951492073219729,7,28.46,8.033082184006336,4,78.88125,0.2837499999999977,2,3.534375,2.42320775157469,4,52.3445,4.01166559860116,5,1.6689999999999998,1.0395120850668356,5,76.610625,6.773515625750905,4,10.16375,4.27125,2,69.62449999999998,6.030225037260218,5,13.4225,4.705344833272053,6,7.348333333333334,7.3483333333333345,3
60.182916666666664,9.602140395433256,6,17.64,6.6265457316261935,3,63.72666666666667,11.821406830172307,6,11.225,3.7086650787940765,6,71.62833333333333,1.4170901327877654,3,22.255000000000003,8.470385284920633,5,75.2057142857143,2.3532380625962386,7,47.295,8.195067558700579,4,86.86,3.14,2,8.809999999999999,1.7159876286461584,4,62.0115,2.4255546530639123,5,2.776,2.0059465658386815,5,81.24437499999999,2.2637492810140585,4,12.28125,3.3437499999999996,2,79.71000000000001,5.386586523485908,5,22.137083333333333,7.25249851823111,6,12.396666666666668,10.865730755964421,3
70.54166666666667,5.6616657835344215,6,26.225833333333338,10.555808958946622,3,68.09791666666666,6.412334351878244,6,13.816249999999998,2.93572788745256,6,74.2075,2.259165129717908,3,35.2265,10.647395825975476,5,73.17321428571428,7.327107118398762,7,61.085625,7.594862392803769,4,73.84,1.1599999999999966,2,22.633125,6.7086661440476885,4,68.665,3.3742714028364706,5,5.1775,3.5346027888576104,5,68.715,12.253604954257339,4,22.87125,6.71125,2,77.7085,3.6219019175013574,5,36.34625,8.771861161074467,6,20.47,18.496440198048923,3
71.23,4.245122740667616,6,33.05833333333333,10.89823593650724,3,64.56541666666668,4.523003722484773,6,21.744583333333328,2.5449688453124746,6,59.97416666666667,6.034694885502591,3,44.023,12.345815419606756,5,65.24428571428571,10.410741930045793,7,66.4025,4.2695443989962225,4,49.807500000000005,2.3075000000000006,2,28.79625,8.680354645452761,4,66.3765,4.151812676410147,5,7.0875,4.760471812226179,5,52.00375,15.34348268606251,4,24.97625,3.4462499999999987,2,59.394000000000005,5.11531338238431,5,47.785000000000004,8.29370697677864,6,28.035,20.594323449274402,3
63.879583333333336,5.654769941410331,6,43.525,12.163491823211512,3,56.53083333333333,8.07703523543413,6,29.427083333333332,2.1443422084509844,6,44.21333333333333,3.44542248659161,3,47.75200000000001,9.316648988504397,5,53.0375,9.579315669215426,7,66.63375,5.676984280481436,4,40.9875,0.9899999999999984,2,37.5825,8.99153815169203,4,58.7145,2.9842276429588934,5,14.216500000000002,7.509738618953392,5,39.988749999999996,12.61233727595722,4,36.12625,0.7487500000000011,2,39.879999999999995,5.266199590311784,5,57.51333333333334,7.130881568533056,6,31.590833333333336,23.636615148841525,3
57.6175,9.538102886143905,6,49.415,9.681960459190758,3,47.39041666666666,10.650597761328289,6,37.69625,1.8497390300165775,6,32.571666666666665,1.2679127642617136,3,51.352,8.336429369040442,5,41.62071428571428,9.240112874141243,7,63.8525,4.0289531570454695,4,24.2775,3.637499999999999,2,45.813125,7.725842347210972,4,46.55,3.718734747867882,5,17.0515,7.337848484058525,5,25.4,11.336718137318226,4,37.62125,0.7462499999999999,2,30.8955,6.509403697728386,5,57.20708333333334,4.564168024617898,6,29.611666666666668,17.93644209036762,3
