CLK_Out_w1_mean,CLK_Out_w1_sem,CLK_Out_w1_N,CLK_Out_w3_mean,CLK_Out_w3_sem,CLK_Out_w3_N,W1118_w1_mean,W1118_w1_sem,W1118_w1_N,W1118_w3_mean,W1118_w3_sem,W1118_w3_N
0.0,0.0,11,0.0,0.0,11,0.0,0.0,13,0.0,0.0,10
0.0,0.0,11,0.0,0.0,11,0.0,0.0,13,0.0,0.0,10
0.0,0.0,11,0.0,0.0,11,0.0,0.0,13,0.0,0.0,10
0.0,0.0,11,0.0,0.0,11,0.0,0.0,13,0.0,0.0,10
0.0,0.0,11,0.0,0.0,11,0.0,0.0,13,0.13899999999999998,0.13899999999999996,10
0.18931818181818183,0.18931818181818183,11,0.0,0.0,11,0.4313461538461538,0.2307539925524485,13,0.147,0.147,10
0.6197727272727273,0.44308813695182364,11,0.5772727272727273,0.390938040682782,11,1.6628846153846153,0.8609471736114284,13,0.3175,0.21370442984021953,10
3.037954545454545,1.003781080022716,11,1.762272727272727,0.924055442462086,11,4.998076923076923,1.9389375385383245,13,1.9532500000000002,0.6158663782293471,10
6.2893181818181825,1.4346630143960752,11,4.487500000000001,2.0356952129432346,11,9.9375,2.613049430018106,13,5.202,1.7934363275876595,10
11.259545454545455,2.476914131677253,11,10.67818181818182,2.9900243631363206,11,19.40673076923077,3.963289397877899,13,10.7955,2.730492751623169,10
19.25931818181818,3.509932126559978,11,16.110454545454544,3.38935475587272,11,29.41653846153847,4.272112587070652,13,18.932750000000002,3.4055384312828485,10
29.969999999999995,4.717215003194537,11,23.58022727272727,4.267719604172082,11,39.138653846153844,4.577769728845621,13,27.01725,5.301545548365013,10
38.35636363636364,4.586686134935899,11,31.11522727272727,4.1006644064566125,11,49.619038461538466,4.5145400827249915,13,36.547,6.047126128721532,10
44.49954545454546,3.792967413189924,11,36.23068181818182,4.013613072618512,11,57.86653846153846,4.862336086968191,13,40.7245,5.917631914222294,10
51.045681818181826,4.078883162244252,11,42.93477272727273,4.63652077942249,11,64.71673076923076,4.034697491128809,13,46.39175,7.197706126202059,10
55.90068181818182,3.6401327568652357,11,45.89931818181818,4.743541854828773,11,68.69096153846155,3.688445201963769,13,51.165749999999996,7.163982695575136,10
57.00363636363636,3.5107916156609242,11,50.45545454545456,4.190401394016473,11,73.04942307692308,4.017162541411822,13,54.821000000000005,7.54903758766639,10
57.5859090909091,3.095860914789134,11,52.6090909090909,4.084150201927058,11,72.09807692307693,4.209985488907841,13,56.2125,7.179788936080689,10
59.59818181818182,3.7342908096772094,11,51.899318181818174,3.894504214725207,11,72.95057692307692,4.184743315293248,13,57.862750000000005,6.707792177448057,10
60.809318181818185,4.070777749718512,11,53.44886363636363,3.6670888002058315,11,70.96903846153846,3.754736565694236,13,56.47825,5.8783543621445995,10
63.097272727272724,4.520216776963668,11,54.06113636363636,3.4548159792401707,11,70.4176923076923,3.95736200762808,13,55.987750000000005,5.89067466247854,10
62.36545454545455,4.8893579451398805,11,53.37477272727272,4.514124002084828,11,72.20346153846154,4.1876539632857535,13,59.42125,6.663843613215191,10
59.55295454545455,5.033435613003105,11,52.431363636363635,4.650609727420358,11,70.73230769230769,4.602736526303889,13,58.54899999999999,6.648104055125625,10
55.63522727272727,5.01474793681943,11,54.838863636363634,4.19977654118261,11,71.00442307692308,4.342501754367682,13,57.952999999999996,6.416797669658389,10
55.16000000000001,4.486649324283203,11,52.92727272727272,2.7966303476957575,11,71.30711538461539,4.461826835010666,13,59.0995,6.762476040212228,10
56.556590909090914,4.235312230530666,11,54.97636363636364,2.381907404210207,11,73.02596153846153,4.459310498639242,13,59.3235,5.681652234263472,10
