Glaz_+_w3_mean,Glaz_+_w3_sem,Glaz_+_w3_N,Glaz_+_w7_mean,Glaz_+_w7_sem,Glaz_+_w7_N,Glaz_BL31081_w3_mean,Glaz_BL31081_w3_sem,Glaz_BL31081_w3_N,Glaz_BL31081_w7_mean,Glaz_BL31081_w7_sem,Glaz_BL31081_w7_N,Glaz_BL41552_w3_mean,Glaz_BL41552_w3_sem,Glaz_BL41552_w3_N,Glaz_BL41552_w7_mean,Glaz_BL41552_w7_sem,Glaz_BL41552_w7_N,Glaz_BL65881_w3_mean,Glaz_BL65881_w3_sem,Glaz_BL65881_w3_N,Glaz_BL65881_w7_mean,Glaz_BL65881_w7_sem,Glaz_BL65881_w7_N,Glaz_Trip3_w3_mean,Glaz_Trip3_w3_sem,Glaz_Trip3_w3_N,Glaz_Trip3_w7_mean,Glaz_Trip3_w7_sem,Glaz_Trip3_w7_N,Glaz_V106955_w3_mean,Glaz_V106955_w3_sem,Glaz_V106955_w3_N,Glaz_V106955_w7_mean,Glaz_V106955_w7_sem,Glaz_V106955_w7_N,Glaz_V3135_w3_mean,Glaz_V3135_w3_sem,Glaz_V3135_w3_N,Glaz_V3135_w7_mean,Glaz_V3135_w7_sem,Glaz_V3135_w7_N,Glaz_V60000_w3_mean,Glaz_V60000_w3_sem,Glaz_V60000_w3_N,Glaz_V60000_w7_mean,Glaz_V60000_w7_sem,Glaz_V60000_w7_N,Glaz_V60100_w3_mean,Glaz_V60100_w3_sem,Glaz_V60100_w3_N,Glaz_V60100_w7_mean,Glaz_V60100_w7_sem,Glaz_V60100_w7_N
0.8217031928987595,0.20650317870637533,7,0.060918451740937005,0.015379376468511067,7,0.9294505090125216,0.11701841259409977,6,0.1961202891863872,0.04982538011764811,7,1.4889810917730952,0.3783702594097486,4,0.21128734455824358,0.10362327020430302,5,1.2882629949914852,0.25666234205618393,8,0.2313709122400558,0.06756278203441282,7,1.2287263392471999,0.3899635512195917,2,0.308815057305818,0.07494130850577409,5,0.7555647665884168,0.16722623317106858,6,0.2300565003321268,0.04175185843469151,5,1.2838211258689782,0.39592650578573063,5,0.1648536688757949,0.10850338068255287,2,1.2035816407485194,0.2322619416868913,5,0.17140054830184384,0.07591151079828871,5,0.7136546108539118,,1,0.3318710656719557,0.049818702926380756,4
0.8829753541811823,0.20950105739586528,7,0.0527301306013635,0.007519598332177749,7,1.0362875586479028,0.14982446133603528,6,0.17625406709127267,0.05175034248968519,7,1.5953580557433718,0.33141999473038763,4,0.27165481015425497,0.11004568550143838,5,0.9708504869145465,0.13162114495772223,8,0.25939736377189887,0.07531395616511698,7,0.8631977027128988,0.06323813155335482,2,0.33305648649729563,0.08820584875836439,5,1.027906010279422,0.20377194394867665,6,0.20860258580658647,0.04055608856921935,5,1.2801004367466706,0.38428665187172195,5,0.06202045849680646,0.028531026273094548,2,1.3130763876576454,0.20754834592393684,5,0.1893249583364531,0.0691264360105004,5,0.5714143854815683,,1,0.2917392168422533,0.08654920447637471,4
1.0837380020592131,0.2274986538525504,7,0.03988774658022449,0.017684334747757286,7,1.1113006613997916,0.1697368501737118,6,0.17616568388068315,0.05966295617587463,7,1.3948803532986929,0.24458681790050205,4,0.301647272913597,0.098502041133334,5,0.7575821155285021,0.15500283896920092,8,0.18880462566149298,0.0716314949385464,7,0.872056258267873,0.21196127649166718,2,0.26421990843061083,0.0933587089847479,5,1.189177801791793,0.22016754644040865,6,0.19066707601202854,0.06641050041643881,5,1.3133668501291997,0.34937186315104785,5,0.0319963584494074,0.008973480090586102,2,1.5620762156169112,0.17605603194075434,5,0.2281411415009798,0.0884504829622465,5,0.5440647931040075,,1,0.3596366424325126,0.1054092894275807,4
1.1546811498469698,0.17985149842079487,7,0.06523922164879638,0.0220715376678974,7,0.9461337938694724,0.14922048046870862,6,0.20282464259800287,0.04544483288825249,7,1.2139356047624776,0.2633407049705268,4,0.26102850222394985,0.11008560595041887,5,0.7955371130157304,0.12374675326155415,8,0.12786773315767017,0.043534647021768055,7,1.0670275718554931,0.004247764755540118,2,0.19407555990340777,0.05533283584951402,5,1.190101215292888,0.1844655519036329,6,0.2809499142912574,0.07298375438715819,5,1.4317699253720833,0.29743910479150504,5,0.1800113033047597,0.10851560949224538,2,1.6669088260583607,0.1412239730829096,5,0.19591235076256885,0.09117671249925625,5,0.696597478240145,,1,0.3789121523611827,0.08895845404096489,4
1.1665633487217613,0.13198666349637106,7,0.08456208780814292,0.02142255234730111,7,1.2031468283468387,0.16443674850447956,6,0.2299046687654165,0.06353534118406627,7,1.433624215122145,0.11689103917044434,4,0.37862427970632534,0.1755923105343917,5,0.8627719953625999,0.11045932993195863,8,0.23150862077077122,0.05041376328218373,7,1.1162597119199429,0.030374672004145894,2,0.2884745946816724,0.12557851083022006,5,1.2800659235649399,0.14892582448842867,6,0.3622780725575292,0.11325651174554845,5,1.472471489079306,0.22754782367712895,5,0.2221378729713186,0.11209157219977033,2,1.6068820697300108,0.17125840371445977,5,0.38532470441807654,0.12311202966550797,5,0.8555061086753004,,1,0.33999764281348366,0.1263916226380449,4
1.1865483762879274,0.1241297681567669,7,0.04341772410578155,0.013634811606887686,7,1.2788723147693017,0.16584706738053986,6,0.2978692539519451,0.06564674732371334,7,1.2221353338796845,0.24697067610246806,4,0.23400465910512783,0.08547847531011207,5,0.8791551102891664,0.08702604129156434,8,0.22612547046124387,0.04456735412928863,7,1.30972709618873,0.15874129724183458,2,0.3169166205871031,0.17903027551066616,5,1.111279537513466,0.09013310309368974,6,0.2456959678159774,0.1040130378060512,5,1.4474736628286444,0.2040566519207826,5,0.10307970667035664,0.013092882145677151,2,1.5955314634715019,0.09619241538143768,5,0.3002223624171142,0.11696504513170485,5,1.1088421367089825,,1,0.36427114151777207,0.14320691075804812,4
1.154216956748782,0.12176324119916429,7,0.035765791656661286,0.022080648551324505,7,0.8662470669240309,0.10818605504644073,6,0.3900327146157813,0.0846836499922455,7,0.8927924622358115,0.2989119958408181,4,0.023921762599739625,0.16925216533381907,5,0.8897593630363971,0.1296415155990582,8,0.17190583981021473,0.04328641173857661,7,1.0521041587891649,0.16316894046666697,2,0.12268788796260813,0.06885590625073491,5,1.0357766002302125,0.11677003903793517,6,0.2834695670375842,0.09816595320087065,5,1.4333084451454443,0.19069382860831613,5,0.15621025746069683,0.008866018033466967,2,1.5387462362697883,0.09431848767674246,5,0.15691690331147892,0.21879055534758168,5,1.0621981326503123,,1,0.4031922017906006,0.11890141772310378,4
1.174059609356853,0.11535112764033749,7,0.062023056007654655,0.02672334494060233,7,1.0946145163381111,0.1551270278320669,6,0.21511635308492685,0.0710892918670037,7,1.1217659006571519,0.2875314250935106,4,0.1011015077682453,0.1493660164204115,5,0.8038314018267854,0.17764365349410727,8,0.18716487122934605,0.05727997974399924,7,0.6360182788080604,0.158911378743386,2,0.14615590852790727,0.0763527953239755,5,1.2013037091286327,0.1406705650045343,6,0.3009810864585202,0.04037591614150366,5,1.3379576431920768,0.13452821642313012,5,0.19132766147687533,0.07618640641031352,2,1.4423760209503098,0.07777454348711949,5,0.21631201067142433,0.06575255773333746,5,1.0151486893968005,,1,0.3816454372268524,0.07680779226440047,4
1.1463641567022589,0.09093149614700327,7,0.06636258972183812,0.03767225695256429,7,1.047299607515521,0.1965818644267735,6,0.040749912789961325,0.13474414559132888,7,1.0517185412158283,0.2039097906287913,4,0.09223690268181707,0.04184599758302885,5,0.5505906234754969,0.1289289928671363,8,0.23934794899961614,0.06673065840446936,7,0.7946302496341975,0.09473597153775425,2,0.17594780964819456,0.09890365111344401,5,1.240104865491595,0.1605834588406649,6,0.24342904475049937,0.06327119872019427,5,1.2419528648317986,0.1283159607212074,5,0.1916697353805523,0.027777203011913245,2,1.4154017348126189,0.06468286098392019,5,0.31199951674211635,0.1028796140448034,5,1.0893063662320497,,1,0.30990878364000596,0.08600662208188553,4
1.1835591437084882,0.08098164058287256,7,0.049717528916682886,0.023447764813444707,7,0.8538377256592624,0.24978528058803717,6,0.2062060026753804,0.09846235321079709,7,0.49774132984388664,0.09099587903277799,4,0.41101717355888845,0.1464477452947483,5,0.4395570865116733,0.19649871908653344,8,0.2495989528356541,0.08646460394030811,7,0.9849024164949862,0.2450262738656621,2,0.12683711750771726,0.19518319844408272,5,1.0126995290440386,0.14938765544272087,6,0.2940843729179343,0.08110206102768296,5,1.119464981200632,0.09233570200136973,5,0.11952012037702342,0.05772467903575972,2,1.3483231595733667,0.08018091429605669,5,0.6964202824164032,0.20673246042585536,5,0.9512302845887906,,1,0.46093035697342394,0.08286757671278068,4
