Unnamed: 0,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5
CLK_Out_w1_rep1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.11,30.0,43.125,48.4825,69.7925,68.75,59.725,63.75,57.9175,43.45,41.6075,45.09,52.5,60.715,54.0475,44.1675,50.5925,60.3175,47.0825
CLK_Out_w1_rep2,0.0,0.0,0.0,0.0,0.0,2.2725,2.0825,6.25,10.985,20.68,36.1725,47.195,55.745000000000005,64.0175,70.485,77.58,66.9825,71.5475,56.25,48.75,61.34,60.0025,59.235,55.16,65.625,67.5
CLK_Out_w1_rep3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,7.04,17.6175,25.76,31.89,42.7025,41.615,42.7775,35.06,35.605,41.9925,45.6125,45.355,42.965,33.192499999999995,26.3625,27.8775,31.175,45.3525
CLK_Out_w1_rep4,0.0,0.0,0.0,0.0,0.0,0.0,5.9275,12.02,13.7825,25.96,41.6675,54.735,62.39,58.085,64.3275,61.932500000000005,51.815,46.575,53.125,43.215,36.945,41.39,44.5825,48.9675,47.5,50.6475
CLK_Out_w1_rep5,0.0,0.0,0.0,0.0,0.0,0.0,1.785,3.7075,12.5,23.9225,43.0775,48.215,55.755,63.307500000000005,73.4725,68.6125,64.2375,60.715,66.47,65.6275,65.3275,52.82,50.0525,53.7275,62.0525,60.4175
CLK_Out_w1_rep6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.005000000000001,6.0875,18.6175,31.59,35.0325,43.22,46.78,53.475,48.9575,44.145,44.5075,42.235,38.96,35.09,44.805,43.78,42.8475,41.81,43.8875
CLK_Out_w1_rep7,0.0,0.0,0.0,0.0,0.0,2.0825,6.44,10.4175,21.25,30.87,41.59,51.59,63.9425,71.8825,72.0225,62.8475,75.0,72.14,72.1425,69.465,68.3325,65.1775,57.44,53.3925,58.9275,51.785
CLK_Out_w1_rep8,0.0,0.0,0.0,0.0,0.0,0.0,7.7775,18.61,37.985,41.9425,52.2325,67.7075,65.3275,72.9175,69.1675,78.125,84.52250000000001,86.00999999999999,73.69,75.0025,62.6175,59.1675,55.1175,58.93,53.7225,54.1675
CLK_Out_w1_rep9,0.0,0.0,0.0,0.0,0.0,0.0,5.555,13.8875,25.6925,40.4775,47.5675,57.885,58.3325,60.535,63.6925,66.6675,60.2375,57.7675,62.2025,56.072500000000005,53.572500000000005,49.1075,51.7575,44.465,39.8825,55.09
CLK_Out_w1_rep10,0.0,0.0,0.0,0.0,0.0,0.0,12.5025,20.8325,33.33,47.5,62.5,63.75,68.75,68.75,70.8325,75.0,52.5,72.5,74.1675,75.0,71.6675,65.0,43.75,46.25,42.0825,70.0
CLK_Out_w1_rep11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7125,17.3625,20.53,29.1675,34.3425,29.8725,43.9725,48.84,42.115,46.4525,47.105,43.2525,41.6975,54.1675,47.98,47.105,51.39,64.04,57.41
CLK_Out_w3_rep1,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,27.5,37.5,39.5825,45.8325,50.0,62.9175,53.3325,52.0825,52.0825,62.5025,50.0,62.9175,62.5,45.8325,45.8325,37.5,62.0825
CLK_Out_w3_rep2,0.0,0.0,0.0,0.0,0.0,0.0,8.68,8.3325,20.1375,25.345,23.61,35.765,33.485,38.5425,42.36,48.7725,53.125,50.745000000000005,43.4525,42.8575,30.0,44.5825,42.5,44.3425,54.165,50.8325
CLK_Out_w3_rep3,0.0,0.0,0.0,0.0,0.0,0.0,13.295,17.877499999999998,28.975,41.0025,42.82,44.72,39.7825,40.915,48.08,58.7775,58.55,57.3425,64.375,50.2975,53.125,57.985,63.205,65.2675,70.715,69.7925
CLK_Out_w3_rep4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9225,7.5525,13.3225,25.0,32.6725,41.25,47.2575,49.7725,46.57,45.2075,53.75,43.9575,43.215,41.0725,35.9825,31.695,42.86,37.5,31.25
CLK_Out_w3_rep5,0.0,0.0,0.0,0.0,0.0,0.0,2.2725,9.09,19.09,26.3625,38.4075,40.5675,55.0,62.3625,65.77250000000001,57.71,45.24,49.7025,48.215,38.56999999999999,45.2675,41.965,40.8325,49.1075,58.3325,60.8325
CLK_Out_w3_rep6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.045,15.555,27.915,33.3325,39.9225,47.7175,50.0,47.6175,44.6425,43.75,44.84,39.7325,35.1175,35.555,24.9975,14.1675,15.2775,28.77
CLK_Out_w3_rep7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.52,28.2175,36.1725,44.735,59.1675,62.7775,65.555,69.2475,66.0725,70.3575,71.6675,58.335,67.025,61.905,55.4175,60.0025,49.0475,49.605,46.0325
CLK_Out_w3_rep8,0.0,0.0,0.0,0.0,0.0,0.0,5.9025,15.8325,34.7225,43.61,46.875,45.3875,48.84,43.9275,54.465,49.8825,64.0475,45.0,48.3925,53.3925,50.0,49.585,61.875,52.2325,58.057500000000005,63.89
CLK_Out_w3_rep9,0.0,0.0,0.0,0.0,0.0,0.0,4.545,9.285,13.295,20.3525,35.254999999999995,40.697500000000005,52.7975,50.095,43.0125,50.2525,35.1175,29.0475,23.61,17.65,18.1425,24.9225,19.4175,25.655,27.335,20.9725
CLK_Out_w3_rep10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,6.25,21.665,18.75,18.75,18.75,18.75,27.9175,30.0,34.165,26.665,22.915,20.8325,33.3325,30.55666666666667,20.8325,25.0
W1118_w1_rep1,0.0,0.0,0.0,0.0,0.0,0.0,5.72,17.47,23.355,42.5325,60.5375,66.275,73.6775,83.30250000000001,90.0625,89.685,86.0575,88.3325,87.0525,88.195,83.89,87.1225,83.3325,69.5825,77.28999999999999,82.88499999999999
W1118_w1_rep2,0.0,0.0,0.0,0.0,0.0,0.0,4.355,14.96,22.79,30.985,45.4175,44.66,52.09,65.2375,78.6225,74.97,71.66499999999999,72.5,70.4175,65.775,68.33500000000001,66.6675,67.5,66.6675,70.0,70.0
W1118_w1_rep3,0.0,0.0,0.0,0.0,1.39,1.47,6.1575,15.6975,29.8,42.7175,51.655,63.8325,66.855,74.1875,86.3725,90.6825,86.1125,85.4175,89.9,87.4125,84.6225,84.16499999999999,74.7025,85.07,80.47,78.47
W1118_w1_rep4,0.0,0.0,0.0,0.0,0.0,0.0,2.0825,9.545,12.935,24.05,33.47,39.3175,44.09,47.697500000000005,56.425,54.765,66.6675,70.535,62.0825,52.5,72.08500000000001,81.25,68.3325,70.1175,72.62,73.035
W1118_w1_rep5,0.0,0.0,0.0,0.0,0.0,0.0,1.6675,12.2625,20.1775,39.1175,50.925,61.3125,75.825,78.795,80.89750000000001,79.8625,70.83500000000001,71.1825,72.2225,78.75,77.2325,79.6425,82.9375,86.4575,86.1375,72.2225
W1118_w1_rep6,0.0,0.0,0.0,0.0,0.0,0.0,4.33,14.395,21.635,34.065,47.5375,55.3125,67.1425,68.5725,65.8525,65.165,62.915000000000006,62.3825,73.33500000000001,61.7425,74.525,67.5,85.0575,76.0425,74.7925,70.91
W1118_w1_rep7,0.0,0.0,0.0,0.0,0.0,0.0,1.9225,8.012500000000001,23.0775,34.5975,49.1,59.8325,67.63,60.565,65.0,55.3575,46.4575,60.8925,70.715,71.6075,78.3325,88.75,83.3325,71.875,72.2225,76.25
W1118_w1_rep8,0.0,0.0,0.0,0.0,0.0,1.6675,5.5125,16.25,39.805,53.125,67.08500000000001,71.3375,72.34,74.7325,71.33,74.7225,85.3175,86.4275,93.65,91.875,83.75,83.5375,82.11,76.3675,75.8925,67.86
W1118_w1_rep9,0.0,0.0,0.0,0.0,0.0,1.6675,15.545,30.35,51.4575,61.99,63.98,59.375,59.3125,60.815,62.2325,54.8625,69.1675,80.08,81.1125,87.81,85.3575,86.00999999999999,78.75,75.625,66.1925,75.64750000000001
W1118_w1_rep10,0.0,0.0,0.0,0.0,0.0,0.0,6.44,6.1175,13.71,29.585,39.7225,40.075,45.4175,46.825,44.375,45.8925,51.5175,55.3575,60.485,60.09,64.9325,70.21000000000001,58.75,49.5025,50.2975,47.0825
W1118_w1_rep11,0.0,0.0,0.0,0.0,0.0,2.86,10.3975,31.005000000000003,48.775,54.585,60.8325,72.595,72.9875,71.945,72.53999999999999,73.2975,73.9575,69.285,67.3,65.0,64.6325,69.8375,68.4525,74.8875,76.805,74.445
W1118_w1_rep12,0.0,0.0,0.0,0.0,0.0,8.68,24.9975,32.935,55.9525,75.0,71.08,67.0825,45.835,56.6675,60.0,73.3325,70.0,76.6675,82.5,81.25,80.9525,91.6675,77.6775,76.6675,91.6675,86.4275
W1118_w3_rep1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.355,10.985,20.25,33.067499999999995,42.84,44.6225,45.682500000000005,43.825,43.8175,36.11,46.9025,53.57,48.215,59.0775,55.0,55.8325,43.215,41.25,62.2025
W1118_w3_rep2,0.0,0.0,0.0,0.0,0.0,3.5725,26.1925,46.43,51.785,55.3575,43.75,39.5825,52.0825,49.1675,62.9175,87.5,85.4175,81.25,79.1675,79.1675,79.1675,79.1675,81.25,75.0,80.55666666666667,91.6675
W1118_w3_rep3,0.0,0.0,0.0,0.0,0.0,6.25,25.0,46.25,56.25,52.0825,72.5,56.25,90.0,90.0,83.3325,83.3325,77.77666666666666,88.89,100.0,100.0,100.0,75.0,83.3325,83.3325,88.89,83.33333333333333
W1118_w3_rep4,0.0,0.0,0.0,0.0,0.0,0.0,12.5,25.0,43.75,66.07,71.725,72.9175,75.4175,100.0,100.0,100.0,100.0,100.0,75.0,75.0,87.5,91.6675,91.6675,91.6675,91.6675,95.0
W1118_w3_rep5,0.0,0.0,0.0,0.0,0.0,1.9225,7.6925,17.259999999999998,29.8075,46.68,52.8375,61.635,63.6125,64.80250000000001,75.0025,74.1075,83.9275,82.34,84.375,77.85499999999999,78.75,92.7075,91.875,90.625,85.8325,87.5
