CLK_Out_w1_mean,CLK_Out_w1_sem,CLK_Out_w1_N,CLK_Out_w3_mean,CLK_Out_w3_sem,CLK_Out_w3_N,W1118_w1_mean,W1118_w1_sem,W1118_w1_N,W1118_w3_mean,W1118_w3_sem,W1118_w3_N
1.2214579785196165,0.08391334256658745,11,1.1560852946412428,0.11781690749605238,10,1.3344601844393393,0.07182623648404217,12,1.140061127379907,0.11685371567572003,11
1.3688182011135364,0.07730570333767131,11,1.2051278740374538,0.09823791442126051,10,1.4091646660137476,0.06303283797345596,12,1.2777111861460881,0.10641072980265129,11
1.4672700708559587,0.07424954330025114,11,1.3445801084310913,0.07987778425809317,10,1.5175135176740848,0.06492134511954367,12,1.4400547786199722,0.12058672025434052,11
1.410941394267306,0.07373137588608035,11,1.3574158283145104,0.0874392456550881,10,1.62707292686766,0.06395242380486393,12,1.5529942771857235,0.13114535224957957,11
1.525936726174026,0.07370983347174474,11,1.3730605695590956,0.08827675318602334,10,1.7031584389083194,0.07022008397128976,12,1.5566955854338658,0.11290852693123828,11
1.5905012916396473,0.08312654330100638,11,1.4618338761408483,0.10981751228358752,10,1.6921605733773244,0.07177449161943836,12,1.4997893389708212,0.10996520419967436,11
1.5121841468752941,0.08337371534363981,11,1.4513424228554097,0.09573438212076782,10,1.7180980458608701,0.05815427871199888,12,1.5877026249656994,0.09497896270727813,11
1.5099948668428311,0.0763118289752105,11,1.3994155686357261,0.06696476978799619,10,1.6332615698816906,0.06010445426463887,12,1.5582902235956049,0.09524299591030279,11
1.4020379386866872,0.05891614186664095,11,1.185727163931778,0.09874692866861083,10,1.4873147658053323,0.061333486540706986,12,1.3559824688351854,0.07038566586932658,11
1.1856898886306944,0.08513380844240026,11,0.9727226357030242,0.1514856205242822,10,1.215980793282767,0.08397278146927716,12,1.1416246882948415,0.17074289177533605,11
0.9428741923762775,0.08658487423535395,11,0.7454675349302229,0.11703006292014162,10,0.8318808997507284,0.1266629093048186,12,0.7929813587910938,0.21150742891630556,11
0.7454213191127017,0.09334742590175016,11,0.3649035184675596,0.15987507746479215,10,0.5758931145217231,0.1494096134532566,12,0.7045887694109282,0.10555124323808725,11
0.6574646869846179,0.16060974148353224,11,0.19289743423349853,0.20324678145677186,10,0.4277662220858051,0.11413069137473592,12,0.6137618624285763,0.17958422527493276,11
0.47797123933254915,0.19751942115095805,11,0.31542562045166245,0.17034072308461856,10,0.3475756127644971,0.12138310038628132,12,0.550789329085667,0.09174568529553663,11
0.001563341464209697,0.1240394380071964,11,0.34802624215002603,0.11672994827139604,10,0.3403611940234339,0.09626501849292375,12,0.6309316618407937,0.1649847741759426,11
-0.4690764036390766,0.21552063816374634,11,0.1031512246319017,0.24066838140831456,10,0.2345448633479504,0.14613420710842365,12,0.2732762885579847,0.11400808253495995,11
-0.3827629171207695,0.22266560676922775,11,-0.07591734614802306,0.2404903042695926,10,0.24264922624809135,0.13796573042759466,12,0.19637569470823404,0.1613248259654927,11
-0.06506012958583351,0.1843652877792955,11,-0.17283494498596105,0.14767000543896988,10,0.36024212004491835,0.13213419988219835,12,0.1573341911967921,0.24495801589707542,11
-0.06273946537168994,0.22806124754887153,11,-0.6790227730597033,0.14541152824605896,10,0.18107656089051427,0.16555201900918604,12,-0.06917277189713289,0.12572673744670404,11
-0.09409419137765057,0.16929625366646875,11,-0.2820362352682836,0.12530041236538583,10,0.06859919824001486,0.15357574863106369,12,0.07626979886352046,0.15267676368689373,11
-0.02763835799938239,0.14457155365473834,11,0.21256457140586477,0.21675496445941034,10,0.2267360734810581,0.1813505914611431,12,0.13047741682343375,0.17934479588422275,11
-0.23359747435765088,0.14403786092229634,11,-0.31291141887609664,0.2575228493919692,10,-0.08537296303272061,0.11855801632157204,12,0.0613965160656395,0.22326596786787406,11
-0.23710593704866015,0.10881686122294304,11,-0.32116957854642847,0.27768611864548326,10,-0.3766925161129466,0.10696734607343882,12,0.15647932511620455,0.1304369577289192,11
0.11678576566172688,0.1515610495262397,11,0.24341235091620322,0.2628766468299516,10,-0.02897587819553767,0.12593631921666576,12,-0.10062377905709118,0.22185376516076438,11
0.3942436642432812,0.15758716841556053,11,0.5696437346899409,0.210617847366605,10,-0.0027438423452019003,0.11710040612694171,12,-0.2646509319935173,0.19681788896581293,11
0.519522623477755,0.2794358689434778,11,0.5392336671696907,0.5399752516206529,10,-0.17159583724855101,0.17664965331707294,12,-0.11158238190831682,0.39656167480082355,11
